sequence_id,step,margin,q_pred,obs_reliability,alpha_entropy,alpha_max,attention_argmax,collapse_temperature,state_mean,state_std,state_q10,state_q90,aleatoric_unc,epistemic_unc,target,calibrator_id
1429,0,-0.000445099,0.499889,0.499889,1.88014,0.432666,22,0.829844,-1.38385,1e-12,-1.38385,-1.38385,1e-12,1e-12,0,identity
1430,0,-0.0101638,0.497459,0.497459,1.77522,0.44602,22,0.829844,1.71725,0.000187633,1.71725,1.71725,0.000187633,0.000187633,0,identity
1431,0,0.0385724,0.509642,0.509642,2.20076,0.394727,22,0.829844,-1.7212,1e-12,-1.7212,-1.7212,1e-12,1e-12,0.052392,identity
1432,0,0.709996,0.6704,0.6704,1.33768,0.704682,24,0.829844,-0.128416,0.000489203,-0.128416,-0.128416,0.000489203,0.000489203,0.71748,identity
1433,0,0.500648,0.622612,0.622612,2.69969,0.345292,24,0.829844,-0.281564,4.11387e-05,-0.281564,-0.281564,4.11387e-05,4.11387e-05,0.521484,identity
1434,0,0.837867,0.698016,0.698016,0.983495,0.518625,24,0.829844,0.49988,1e-12,0.49988,0.49988,1e-12,1e-12,0.857422,identity
1435,0,0.039618,0.509903,0.509903,2.20742,0.393708,22,0.829844,-1.71707,0.000233731,-1.71707,-1.71707,0.000233731,0.000233731,0.023438,identity
1436,0,-0.00979536,0.497551,0.497551,1.77889,0.445326,22,0.829844,-0.326388,8.74263e-05,-0.326388,-0.326388,8.74263e-05,8.74263e-05,0,identity
1437,0,-0.00919798,0.497701,0.497701,1.78487,0.444233,22,0.829844,-1.21578,1e-12,-1.21578,-1.21578,1e-12,1e-12,0,identity
1438,0,0.880844,0.706997,0.706997,0.890981,0.552763,22,0.829844,-1.3804,1e-12,-1.3804,-1.3804,1e-12,1e-12,0.896484,identity
1439,0,0.215451,0.553655,0.553655,2.96386,0.216846,22,0.829844,-1.99519,1e-12,-1.99519,-1.99519,1e-12,1e-12,0.209185,identity
1440,0,0.634495,0.653508,0.653508,1.82384,0.615253,24,0.829844,0.329544,0.000225384,0.329544,0.329544,0.000225384,0.000225384,0.628906,identity
1441,0,-0.00196266,0.499509,0.499509,1.86371,0.434302,22,0.829844,1.21157,1e-12,1.21157,1.21157,1e-12,1e-12,0,identity
1442,0,0.990802,0.729246,0.729246,0.561181,0.854299,22,0.829844,-1.69679,0.000153718,-1.69679,-1.69679,0.000153718,0.000153718,1,identity
1443,0,0.983194,0.727741,0.727741,0.547171,0.83545,22,0.829844,1.15674,1.89218e-05,1.15674,1.15674,1.89218e-05,1.89218e-05,0.990234,identity
1444,0,0.00942376,0.502356,0.502356,1.9784,0.422985,22,0.829844,0.557257,0.000417538,0.557257,0.557257,0.000417538,0.000417538,0.011719,identity
1445,0,0.851345,0.700849,0.700849,0.956336,0.487112,24,0.829844,0.802745,1e-12,0.802745,0.802745,1e-12,1e-12,0.865234,identity
1446,0,0.945288,0.720167,0.720167,0.698466,0.73074,22,0.829844,-0.865017,1e-12,-0.865017,-0.865017,1e-12,1e-12,0.955078,identity
1447,0,0.992367,0.729555,0.729555,0.544015,0.859988,22,0.829844,1.20845,1e-12,1.20845,1.20845,1e-12,1e-12,1,identity
1448,0,-0.00340485,0.499149,0.499149,1.84791,0.435948,22,0.829844,1.55859,1e-12,1.55859,1.55859,1e-12,1e-12,0,identity
1449,0,0.935292,0.718148,0.718148,0.734089,0.703173,22,0.829844,-1.08725,0.000823455,-1.08725,-1.08725,0.000823455,0.000823455,0.931642,identity
1450,0,0.956065,0.722333,0.722333,0.65747,0.760479,22,0.829844,1.70373,1e-12,1.70373,1.70373,1e-12,1e-12,0.953127,identity
1451,0,0.969899,0.725099,0.725099,0.601503,0.798615,22,0.829844,-0.12118,0.000580819,-0.12118,-0.12118,0.000580819,0.000580819,1,identity
1452,0,0.722212,0.673094,0.673094,1.28009,0.703706,24,0.829844,1.70435,1e-12,1.70435,1.70435,1e-12,1e-12,0.74414,identity
1453,0,0.977126,0.726538,0.726538,0.57157,0.818593,22,0.829844,-1.24152,1e-12,-1.24152,-1.24152,1e-12,1e-12,0.988281,identity
1454,0,-0.0059007,0.498525,0.498525,1.82025,0.439105,22,0.829844,0.669092,1e-12,0.669092,0.669092,1e-12,1e-12,0,identity
1455,0,0.993109,0.729702,0.729702,0.529115,0.86292,22,0.829844,-1.11394,1e-12,-1.11394,-1.11394,1e-12,1e-12,1,identity
1456,0,-0.00942726,0.497643,0.497643,1.78257,0.444648,22,0.829844,-0.543273,1e-12,-0.543273,-0.543273,1e-12,1e-12,0,identity
1457,0,0.0185423,0.504635,0.504635,2.05696,0.414282,22,0.829844,1.06741,0.000252706,1.06741,1.06741,0.000252706,0.000252706,0,identity
1458,0,-0.0109128,0.497272,0.497272,1.7679,0.447488,22,0.829844,-1.02305,0.000298125,-1.02305,-1.02305,0.000298125,0.000298125,0,identity
1459,0,0.0387287,0.509681,0.509681,2.20178,0.394549,22,0.829844,-0.169109,1e-12,-0.169109,-0.169109,1e-12,1e-12,0.033204,identity
1460,0,0.992663,0.729614,0.729614,0.539822,0.861085,22,0.829844,1.1309,0.000487553,1.1309,1.1309,0.000487553,0.000487553,1,identity
1461,0,0.499367,0.622311,0.622311,2.70702,0.342954,24,0.829844,-1.58888,1e-12,-1.58888,-1.58888,1e-12,1e-12,0.507813,identity
1462,0,0.988948,0.72888,0.72888,0.57771,0.847552,22,0.829844,-0.089559,1e-12,-0.089559,-0.089559,1e-12,1e-12,1,identity
1463,0,-0.00382748,0.499043,0.499043,1.8432,0.43645,22,0.829844,-0.978641,1e-12,-0.978641,-0.978641,1e-12,1e-12,0,identity
1464,0,0.0456731,0.511416,0.511416,2.24483,0.387654,22,0.829844,1.41418,1e-12,1.41418,1.41418,1e-12,1e-12,0.03711,identity
1465,0,-0.0107996,0.4973,0.4973,1.76901,0.447264,22,0.829844,0.156434,1e-12,0.156434,0.156434,1e-12,1e-12,0,identity
1466,0,0.0102392,0.50256,0.50256,1.98585,0.422211,22,0.829844,0.817829,1e-12,0.817829,0.817829,1e-12,1e-12,0,identity
1467,0,0.991434,0.729371,0.729371,0.554804,0.856601,22,0.829844,-0.743405,1e-12,-0.743405,-0.743405,1e-12,1e-12,1,identity
1468,0,0.00586043,0.501465,0.501465,1.94467,0.426391,22,0.829844,-1.41389,6.28166e-05,-1.41389,-1.41389,6.28166e-05,6.28166e-05,0,identity
1469,0,0.872024,0.705167,0.705167,0.91163,0.528432,22,0.829844,-0.713533,1e-12,-0.713533,-0.713533,1e-12,1e-12,0.86977,identity
1470,0,0.986283,0.728353,0.728353,0.598431,0.837775,22,0.829844,-0.464642,0.000483791,-0.464642,-0.464642,0.000483791,0.000483791,1,identity
1471,0,-0.00215404,0.499461,0.499461,1.86167,0.434515,22,0.829844,-1.82683,1e-12,-1.82683,-1.82683,1e-12,1e-12,0,identity
1472,0,0.987467,0.728587,0.728587,0.589539,0.842137,22,0.829844,-1.08996,3.37926e-05,-1.08996,-1.08996,3.37926e-05,3.37926e-05,1,identity
1473,0,-0.00992107,0.49752,0.49752,1.77757,0.445553,22,0.829844,1.49869,1e-12,1.49869,1.49869,1e-12,1e-12,0,identity
1474,0,-0.00922228,0.497694,0.497694,1.7847,0.444285,22,0.829844,1.84787,1e-12,1.84787,1.84787,1e-12,1e-12,0,identity
1475,0,0.986916,0.728478,0.728478,0.593734,0.840108,22,0.829844,-0.95219,0.000323497,-0.95219,-0.95219,0.000323497,0.000323497,1,identity
1476,0,0.0086966,0.502174,0.502174,1.97166,0.423679,22,0.829844,-1.12133,1e-12,-1.12133,-1.12133,1e-12,1e-12,0,identity
1477,0,0.401682,0.599092,0.599092,3.13987,0.193616,24,0.829844,-0.089366,1e-12,-0.089366,-0.089366,1e-12,1e-12,0.384766,identity
1478,0,0.993036,0.729687,0.729687,0.53251,0.862547,22,0.829844,-0.14942,0.00039559,-0.14942,-0.14942,0.00039559,0.00039559,1,identity
1479,0,0.917111,0.714453,0.714453,0.793033,0.652973,22,0.829844,-1.21465,5.92359e-05,-1.21465,-1.21465,5.92359e-05,5.92359e-05,0.927736,identity
1480,0,0.00284857,0.500712,0.500712,1.91463,0.429324,22,0.829844,0.538356,1.13978e-05,0.538356,0.538356,1.13978e-05,1.13978e-05,0,identity
1481,0,0.990639,0.729214,0.729214,0.562723,0.853719,22,0.829844,0.212954,8.74263e-05,0.212954,0.212954,8.74263e-05,8.74263e-05,1,identity
1482,0,-0.00256055,0.49936,0.49936,1.85719,0.434972,22,0.829844,1.01555,1e-12,1.01555,1.01555,1e-12,1e-12,0,identity
1483,0,-0.0105953,0.497351,0.497351,1.77096,0.446855,22,0.829844,-0.990484,1e-12,-0.990484,-0.990484,1e-12,1e-12,0,identity
1484,0,0.704814,0.669254,0.669254,1.36447,0.703539,24,0.829844,0.262602,1e-12,0.262602,0.262602,1e-12,1e-12,0.708985,identity
1485,0,0.993028,0.729685,0.729685,0.532751,0.862512,22,0.829844,1.02114,1e-12,1.02114,1.02114,1e-12,1e-12,1,identity
1486,0,0.780041,0.685689,0.685689,1.09896,0.638925,24,0.829844,0.948427,1e-12,0.948427,0.948427,1e-12,1e-12,0.804687,identity
1487,0,-0.00762423,0.498094,0.498094,1.80152,0.441628,22,0.829844,-1.35118,6.63759e-05,-1.35118,-1.35118,6.63759e-05,6.63759e-05,0,identity
1488,0,0.966125,0.724346,0.724346,0.617058,0.788199,22,0.829844,1.44988,1e-12,1.44988,1.44988,1e-12,1e-12,0.982422,identity
1489,0,-0.0107772,0.497306,0.497306,1.76925,0.447222,22,0.829844,-1.74057,1e-12,-1.74057,-1.74057,1e-12,1e-12,0,identity
1490,0,0.0606179,0.51515,0.51515,2.32893,0.372703,22,0.829844,-0.899238,1e-12,-0.899238,-0.899238,1e-12,1e-12,0.03711,identity
1491,0,0.991893,0.729462,0.729462,0.549804,0.858258,22,0.829844,-0.252622,1.89233e-05,-0.252622,-0.252622,1.89233e-05,1.89233e-05,1,identity
1492,0,0.0500932,0.512521,0.512521,2.27082,0.383247,22,0.829844,0.67791,1e-12,0.67791,0.67791,1e-12,1e-12,0.03711,identity
1493,0,-0.00513168,0.498717,0.498717,1.82877,0.438081,22,0.829844,1.00152,1e-12,1.00152,1.00152,1e-12,1e-12,0,identity
1494,0,-0.0109058,0.497274,0.497274,1.768,0.447478,22,0.829844,-0.773815,1e-12,-0.773815,-0.773815,1e-12,1e-12,0,identity
1495,0,0.992119,0.729506,0.729506,0.547152,0.859077,22,0.829844,1.40303,1e-12,1.40303,1.40303,1e-12,1e-12,1,identity
1496,0,0.0643197,0.516074,0.516074,2.34823,0.368994,22,0.829844,1.12528,1e-12,1.12528,1.12528,1e-12,1e-12,0.039063,identity
1497,0,0.192274,0.547921,0.547921,2.87701,0.239938,22,0.829844,-1.81376,1e-12,-1.81376,-1.81376,1e-12,1e-12,0.205078,identity
1498,0,-0.000705548,0.499824,0.499824,1.87738,0.432939,22,0.829844,-0.05,1e-12,-0.05,-0.05,1e-12,1e-12,0,identity
1499,0,0.0382467,0.509561,0.509561,2.19867,0.395045,22,0.829844,-0.630057,1e-12,-0.630057,-0.630057,1e-12,1e-12,0,identity
1500,0,0.208716,0.55199,0.55199,2.93912,0.223537,22,0.829844,-0.925653,1e-12,-0.925653,-0.925653,1e-12,1e-12,0.234374,identity
1501,0,0.181213,0.54518,0.54518,2.8346,0.250955,22,0.829844,-1.52025,0.000219741,-1.52025,-1.52025,0.000219741,0.000219741,0.191044,identity
1502,0,0.0115556,0.502889,0.502889,1.99771,0.420947,22,0.829844,-0.677403,0.000124627,-0.677403,-0.677403,0.000124627,0.000124627,0,identity
1503,0,0.925255,0.716112,0.716112,0.767538,0.675439,22,0.829844,-1.82345,1e-12,-1.82345,-1.82345,1e-12,1e-12,0.955078,identity
1504,0,0.136317,0.534027,0.534027,2.6598,0.296288,22,0.829844,1.65629,6.6378e-05,1.65629,1.65629,6.6378e-05,6.6378e-05,0.111328,identity
1505,0,-0.00525793,0.498686,0.498686,1.82741,0.438249,22,0.829844,0.242286,1e-12,0.242286,0.242286,1e-12,1e-12,0,identity
1506,0,0.991074,0.7293,0.7293,0.558486,0.855297,22,0.829844,0.722424,0.0006669,0.722424,0.722424,0.0006669,0.0006669,1,identity
1507,0,0.993066,0.729693,0.729693,0.531553,0.862676,22,0.829844,-0.317074,1e-12,-0.317074,-0.317074,1e-12,1e-12,1,identity
1508,0,0.990412,0.729169,0.729169,0.564865,0.852889,22,0.829844,-1.68886,0.000628471,-1.68886,-1.68886,0.000628471,0.000628471,1,identity
1509,0,-0.0109356,0.497266,0.497266,1.7677,0.447537,22,0.829844,-0.765285,0.000131197,-0.765285,-0.765285,0.000131197,0.000131197,0,identity
1510,0,0.221006,0.555028,0.555028,2.98377,0.211378,22,0.829844,1.05706,2.26628e-05,1.05706,1.05706,2.26628e-05,2.26628e-05,0.244141,identity
1511,0,0.00399885,0.501,0.501,1.92629,0.428186,22,0.829844,0.534302,1e-12,0.534302,0.534302,1e-12,1e-12,0,identity
1512,0,0.180887,0.545099,0.545099,2.83322,0.251324,22,0.829844,0.648589,1e-12,0.648589,0.648589,1e-12,1e-12,0.142578,identity
1513,0,0.970469,0.725213,0.725213,0.599145,0.800183,22,0.829844,-0.171646,0.000140936,-0.171646,-0.171646,0.000140936,0.000140936,0.984375,identity
1514,0,-0.0070084,0.498248,0.498248,1.80816,0.440689,22,0.829844,0.824501,1e-12,0.824501,0.824501,1e-12,1e-12,0,identity
1515,0,-0.00593207,0.498517,0.498517,1.81992,0.439149,22,0.829844,-0.902196,1e-12,-0.902196,-0.902196,1e-12,1e-12,0,identity
1516,0,0.992098,0.729502,0.729502,0.547376,0.859013,22,0.829844,-1.70732,1e-12,-1.70732,-1.70732,1e-12,1e-12,1,identity
1517,0,0.807906,0.691663,0.691663,1.04153,0.584802,24,0.829844,1.16862,1e-12,1.16862,1.16862,1e-12,1e-12,0.77573,identity
1518,0,0.910245,0.71305,0.71305,0.813441,0.633997,22,0.829844,-0.515037,1e-12,-0.515037,-0.515037,1e-12,1e-12,0.900392,identity
1519,0,-0.00605746,0.498486,0.498486,1.81856,0.439324,22,0.829844,1.09381,1e-12,1.09381,1.09381,1e-12,1e-12,0,identity
1520,0,0.184476,0.545989,0.545989,2.84718,0.247694,22,0.829844,0.654011,1e-12,0.654011,0.654011,1e-12,1e-12,0.15625,identity
1521,0,0.990292,0.729146,0.729146,0.56597,0.852456,22,0.829844,0.081637,1e-12,0.081637,0.081637,1e-12,1e-12,1,identity
1522,0,0.9931,0.7297,0.7297,0.529997,0.862846,22,0.829844,0.796524,1e-12,0.796524,0.796524,1e-12,1e-12,1,identity
1523,0,0.988811,0.728853,0.728853,0.527473,0.851181,22,0.829844,1.42265,1e-12,1.42265,1.42265,1e-12,1e-12,1,identity
1524,0,0.378511,0.593514,0.593514,3.18877,0.166738,24,0.829844,1.2112,1e-12,1.2112,1.2112,1e-12,1e-12,0.417968,identity
1525,0,0.967268,0.724575,0.724575,0.612365,0.791348,22,0.829844,1.07843,0.000233739,1.07843,1.07843,0.000233739,0.000233739,0.970704,identity
1526,0,0.993013,0.729683,0.729683,0.524995,0.86283,22,0.829844,-0.312813,1e-12,-0.312813,-0.312813,1e-12,1e-12,1,identity
1527,0,0.00562302,0.501406,0.501406,1.94236,0.426616,22,0.829844,0.310549,1e-12,0.310549,0.310549,1e-12,1e-12,0,identity
1528,0,0.650696,0.657167,0.657167,1.70906,0.644399,24,0.829844,-0.323672,1e-12,-0.323672,-0.323672,1e-12,1e-12,0.623047,identity
1529,0,-0.0112063,0.497198,0.497198,1.76516,0.448094,22,0.829844,1.72655,1e-12,1.72655,1.72655,1e-12,1e-12,0,identity
1530,0,0.990446,0.729176,0.729176,0.564541,0.853018,22,0.829844,-1.02213,1e-12,-1.02213,-1.02213,1e-12,1e-12,1,identity
1531,0,0.993094,0.729699,0.729699,0.530306,0.86282,22,0.829844,-1.81718,1e-12,-1.81718,-1.81718,1e-12,1e-12,1,identity
1532,0,0.031561,0.50789,0.50789,2.15407,0.401648,22,0.829844,0.155121,2.26628e-05,0.155121,0.155121,2.26628e-05,2.26628e-05,0.019531,identity
1533,0,-0.00123065,0.499692,0.499692,1.8717,0.433502,22,0.829844,1.39621,0.000222571,1.39621,1.39621,0.000222571,0.000222571,0,identity
1534,0,0.992743,0.729629,0.729629,0.522794,0.862162,22,0.829844,0.587344,1e-12,0.587344,0.587344,1e-12,1e-12,1,identity
1535,0,0.123948,0.530947,0.530947,2.61114,0.308773,22,0.829844,1.23312,1e-12,1.23312,1.23312,1e-12,1e-12,0.117188,identity
1536,0,-0.0105841,0.497354,0.497354,1.77108,0.446834,22,0.829844,-1.77885,1e-12,-1.77885,-1.77885,1e-12,1e-12,0,identity
1537,0,-0.00860277,0.497849,0.497849,1.79109,0.44321,22,0.829844,0.954153,1e-12,0.954153,0.954153,1e-12,1e-12,0,identity
1538,0,0.940559,0.719213,0.719213,0.715611,0.717683,22,0.829844,1.39057,1e-12,1.39057,1.39057,1e-12,1e-12,0.955079,identity
1539,0,0.926443,0.716353,0.716353,0.763697,0.678731,22,0.829844,-0.403122,3.74727e-05,-0.403122,-0.403122,3.74727e-05,3.74727e-05,0.941406,identity
1540,0,0.983529,0.727808,0.727808,0.545888,0.836389,22,0.829844,1.8644,1e-12,1.8644,1.8644,1e-12,1e-12,0.986328,identity
1541,0,0.990103,0.729108,0.729108,0.567705,0.851762,22,0.829844,0.505966,1e-12,0.505966,0.505966,1e-12,1e-12,1,identity
1542,0,0.00145763,0.500364,0.500364,1.90028,0.430708,22,0.829844,-1.79919,1e-12,-1.79919,-1.79919,1e-12,1e-12,0,identity
1543,0,0.318046,0.578848,0.578848,3.21159,0.122081,22,0.829844,-1.09364,0.000487553,-1.09364,-1.09364,0.000487553,0.000487553,0.287109,identity
1544,0,-0.00933793,0.497666,0.497666,1.78351,0.44449,22,0.829844,1.10089,0.000686825,1.10089,1.10089,0.000686825,0.000686825,0,identity
1545,0,0.0109996,0.50275,0.50275,1.99273,0.421488,22,0.829844,-1.60072,1e-12,-1.60072,-1.60072,1e-12,1e-12,0,identity
1546,0,0.0134125,0.503353,0.503353,2.01403,0.419176,22,0.829844,0.224913,0.000124615,0.224913,0.224913,0.000124615,0.000124615,0.017579,identity
1547,0,0.99014,0.729116,0.729116,0.523972,0.854923,22,0.829844,0.990317,0.000163146,0.990317,0.990317,0.000163146,0.000163146,0.99414,identity
1548,0,0.992779,0.729637,0.729637,0.537913,0.861533,22,0.829844,-0.514406,1e-12,-0.514406,-0.514406,1e-12,1e-12,1,identity
1549,0,-0.00512417,0.498719,0.498719,1.82886,0.438072,22,0.829844,1.94159,1e-12,1.94159,1.94159,1e-12,1e-12,0,identity
1550,0,0.681049,0.663973,0.663973,1.50379,0.687099,24,0.829844,-1.39059,0.000402159,-1.39059,-1.39059,0.000402159,0.000402159,0.657393,identity
1551,0,-0.00248865,0.499378,0.499378,1.85797,0.43489,22,0.829844,-0.690945,1e-12,-0.690945,-0.690945,1e-12,1e-12,0,identity
1552,0,0.992276,0.729537,0.729537,0.545175,0.859662,22,0.829844,0.750457,4.4789e-05,0.750457,0.750457,4.4789e-05,4.4789e-05,1,identity
1553,0,0.186274,0.546434,0.546434,2.85406,0.245909,22,0.829844,-0.110399,1e-12,-0.110399,-0.110399,1e-12,1e-12,0.177734,identity
1554,0,0.424004,0.604441,0.604441,3.07118,0.22238,24,0.829844,-1.33693,1e-12,-1.33693,-1.33693,1e-12,1e-12,0.419922,identity
1555,0,0.68441,0.664722,0.664722,1.4826,0.6905,24,0.829844,0.612794,1e-12,0.612794,0.612794,1e-12,1e-12,0.705078,identity
1556,0,0.980876,0.727282,0.727282,0.556317,0.829004,22,0.829844,-1.50501,1e-12,-1.50501,-1.50501,1e-12,1e-12,1,identity
1557,0,-0.00785772,0.498036,0.498036,1.79899,0.441992,22,0.829844,0.84405,0.000394081,0.84405,0.84405,0.000394081,0.000394081,0,identity
1558,0,0.953583,0.721835,0.721835,0.667147,0.75361,22,0.829844,-0.990472,1e-12,-0.990472,-0.990472,1e-12,1e-12,0.96289,identity
1559,0,0.988226,0.728737,0.728737,0.583604,0.844908,22,0.829844,-0.234117,1e-12,-0.234117,-0.234117,1e-12,1e-12,1,identity
1560,0,-0.0103761,0.497406,0.497406,1.77314,0.446431,22,0.829844,-0.936903,0.000552797,-0.936903,-0.936903,0.000552797,0.000552797,0,identity
1561,0,-0.0101314,0.497467,0.497467,1.77549,0.445953,22,0.829844,-0.32962,0.000153717,-0.32962,-0.32962,0.000153717,0.000153717,0,identity
1562,0,0.989753,0.729039,0.729039,0.570831,0.850485,22,0.829844,-1.64077,1e-12,-1.64077,-1.64077,1e-12,1e-12,1,identity
1563,0,0.987462,0.728586,0.728586,0.589592,0.842107,22,0.829844,1.63951,0.00039559,1.63951,1.63951,0.00039559,0.00039559,1,identity
1564,0,0.926467,0.716358,0.716358,0.76362,0.67879,22,0.829844,0.15027,1e-12,0.15027,0.15027,1e-12,1e-12,0.935547,identity
1565,0,0.00657307,0.501643,0.501643,1.95157,0.425705,22,0.829844,-1.45657,1e-12,-1.45657,-1.45657,1e-12,1e-12,0,identity
1566,0,-0.00908685,0.497728,0.497728,1.78608,0.444045,22,0.829844,0.940543,1e-12,0.940543,0.940543,1e-12,1e-12,0,identity
1567,0,0.814987,0.693171,0.693171,1.02768,0.569843,24,0.829844,-1.97959,1e-12,-1.97959,-1.97959,1e-12,1e-12,0.851562,identity
1568,0,-0.00961148,0.497597,0.497597,1.78066,0.444977,22,0.829844,-1.17496,0.00011131,-1.17496,-1.17496,0.00011131,0.00011131,0,identity
1569,0,0.000222236,0.500056,0.500056,1.88728,0.431967,22,0.829844,-0.251421,4.11352e-05,-0.251421,-0.251421,4.11352e-05,4.11352e-05,0,identity
1570,0,0.00117393,0.500293,0.500293,1.89731,0.430995,22,0.829844,0.258411,1e-12,0.258411,0.258411,1e-12,1e-12,0,identity
1571,0,0.988118,0.728716,0.728716,0.529576,0.849234,22,0.829844,-0.070098,1e-12,-0.070098,-0.070098,1e-12,1e-12,1,identity
1572,0,0.992203,0.729523,0.729523,0.546099,0.859393,22,0.829844,-0.589886,1e-12,-0.589886,-0.589886,1e-12,1e-12,1,identity
1573,0,0.432777,0.606537,0.606537,3.03856,0.234512,24,0.829844,-0.766734,0.000435297,-0.766734,-0.766734,0.000435297,0.000435297,0.426185,identity
1574,0,-0.00518599,0.498704,0.498704,1.82821,0.438156,22,0.829844,-1.00432,1e-12,-1.00432,-1.00432,1e-12,1e-12,0,identity
1575,0,-0.00888072,0.49778,0.49778,1.78816,0.44368,22,0.829844,-0.619078,1e-12,-0.619078,-0.619078,1e-12,1e-12,0,identity
1576,0,-0.0111766,0.497206,0.497206,1.76545,0.448035,22,0.829844,-1.24631,1e-12,-1.24631,-1.24631,1e-12,1e-12,0,identity
1577,0,0.0141696,0.503542,0.503542,2.02056,0.418474,22,0.829844,-1.70082,1e-12,-1.70082,-1.70082,1e-12,1e-12,0,identity
1578,0,-0.00991044,0.497522,0.497522,1.7777,0.445536,22,0.829844,-0.44621,0.00047543,-0.44621,-0.44621,0.00047543,0.00047543,0,identity
1579,0,0.0515604,0.512887,0.512887,2.2792,0.3818,22,0.829844,-0.634206,1e-12,-0.634206,-0.634206,1e-12,1e-12,0,identity
1580,0,0.993018,0.729684,0.729684,0.533028,0.862467,22,0.829844,-0.111783,1e-12,-0.111783,-0.111783,1e-12,1e-12,1,identity
1581,0,0.0506264,0.512654,0.512654,2.27388,0.382722,22,0.829844,-1.2423,1e-12,-1.2423,-1.2423,1e-12,1e-12,0.041015,identity
1582,0,0.529044,0.62926,0.62926,2.52979,0.399713,24,0.829844,1.85725,1e-12,1.85725,1.85725,1e-12,1e-12,0.550781,identity
1583,0,-0.00691487,0.498271,0.498271,1.80919,0.440551,22,0.829844,-1.65753,1e-12,-1.65753,-1.65753,1e-12,1e-12,0,identity
1584,0,0.988945,0.728879,0.728879,0.577742,0.847537,22,0.829844,-1.33386,0.000147357,-1.33386,-1.33386,0.000147357,0.000147357,1,identity
1585,0,-0.0101574,0.497461,0.497461,1.77528,0.446008,22,0.829844,-0.132537,1e-12,-0.132537,-0.132537,1e-12,1e-12,0,identity
1586,0,0.71904,0.672396,0.672396,1.29425,0.704471,24,0.829844,1.64894,1e-12,1.64894,1.64894,1e-12,1e-12,0.73047,identity
1587,0,0.588966,0.643128,0.643128,2.14229,0.523113,24,0.829844,-1.89748,1e-12,-1.89748,-1.89748,1e-12,1e-12,0.589844,identity
1588,0,0.776381,0.6849,0.6849,1.10735,0.645214,24,0.829844,1.70087,1e-12,1.70087,1.70087,1e-12,1e-12,0.804688,identity
1589,0,0.979103,0.72693,0.72693,0.56347,0.824073,22,0.829844,-0.88594,1e-12,-0.88594,-0.88594,1e-12,1e-12,0.990234,identity
1590,0,0.976319,0.726377,0.726377,0.574898,0.816354,22,0.829844,0.365611,1.89218e-05,0.365611,0.365611,1.89218e-05,1.89218e-05,0.98828,identity
1591,0,0.00399916,0.501,0.501,1.92629,0.42819,22,0.829844,-1.56522,1e-12,-1.56522,-1.56522,1e-12,1e-12,0,identity
1592,0,-0.00743745,0.498141,0.498141,1.80353,0.441338,22,0.829844,-1.65033,1e-12,-1.65033,-1.65033,1e-12,1e-12,0,identity
1593,0,0.987385,0.728571,0.728571,0.590176,0.841831,22,0.829844,0.272841,1e-12,0.272841,0.272841,1e-12,1e-12,1,identity
1594,0,-0.00729378,0.498177,0.498177,1.80501,0.441111,22,0.829844,-0.692123,1e-12,-0.692123,-0.692123,1e-12,1e-12,0,identity
1595,0,-0.00811623,0.497971,0.497971,1.79624,0.442407,22,0.829844,1.51198,1e-12,1.51198,1.51198,1e-12,1e-12,0,identity
1596,0,-0.00246022,0.499385,0.499385,1.85828,0.434858,22,0.829844,1.25906,1e-12,1.25906,1.25906,1e-12,1e-12,0,identity
1597,0,-0.00918969,0.497703,0.497703,1.78497,0.44422,22,0.829844,0.204182,1e-12,0.204182,0.204182,1e-12,1e-12,0,identity
1598,0,0.616664,0.649459,0.649459,1.95007,0.580356,24,0.829844,1.6657,1e-12,1.6657,1.6657,1e-12,1e-12,0.609375,identity
1599,0,0.0214437,0.505361,0.505361,2.07996,0.411496,22,0.829844,1.71825,1e-12,1.71825,1.71825,1e-12,1e-12,0.021484,identity
1600,0,0.000853495,0.500213,0.500213,1.89395,0.431319,22,0.829844,-0.68973,1e-12,-0.68973,-0.68973,1e-12,1e-12,0,identity
1601,0,0.989184,0.728927,0.728927,0.575715,0.848423,22,0.829844,-0.864355,1e-12,-0.864355,-0.864355,1e-12,1e-12,1,identity
1602,0,0.977494,0.726611,0.726611,0.570061,0.819619,22,0.829844,0.759638,0.000642712,0.759638,0.759638,0.000642712,0.000642712,0.986816,identity
1603,0,0.00149601,0.500374,0.500374,1.90067,0.43067,22,0.829844,-1.13521,1e-12,-1.13521,-1.13521,1e-12,1e-12,0,identity
1604,0,0.0132216,0.503305,0.503305,2.01237,0.419374,22,0.829844,0.125482,1e-12,0.125482,0.125482,1e-12,1e-12,0.017578,identity
1605,0,0.992672,0.729615,0.729615,0.522483,0.861977,22,0.829844,-0.021948,6.99172e-05,-0.021948,-0.021948,6.99172e-05,6.99172e-05,1,identity
1606,0,0.991939,0.729471,0.729471,0.52144,0.859967,22,0.829844,0.645582,9.43236e-05,0.645582,0.645582,9.43236e-05,9.43236e-05,1,identity
1607,0,0.00744958,0.501862,0.501862,1.95994,0.424869,22,0.829844,-1.60088,1e-12,-1.60088,-1.60088,1e-12,1e-12,0.001954,identity
1608,0,0.988987,0.728888,0.728888,0.577373,0.847703,22,0.829844,0.936864,1e-12,0.936864,0.936864,1e-12,1e-12,1,identity
